EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,Display,Direction,Timestamp
3640.29,3611.59,3606.77,3608.29,3625.63,3658.18,3611.86,3637.25,0.0214844,0.984131,-0.145264,-1.09863,0.823975,2.22778,66.6667,44,1,Text,Right,534320
3640.92,3612.67,3607.93,3609.45,3626.44,3658.44,3613.03,3638.06,0.020752,0.983154,-0.143555,-1.09863,0.671387,2.31934,66.6667,45,1,Text,Right,536492
3641.81,3613.65,3608.82,3610.52,3627.15,3658.44,3613.92,3639.04,0.0195312,0.983398,-0.14209,-1.12915,0.457764,2.22778,66.6667,46,1,Text,Right,590523
3642.62,3614.55,3610.34,3611.86,3628.4,3659.7,3615.08,3639.49,0.0200195,0.984131,-0.144531,-1.06812,0.396728,2.28882,66.6667,47,1,Text,Right,592936
3643.16,3615.62,3611.24,3613.11,3629.83,3660.41,3615.71,3640.03,0.0205078,0.984863,-0.143555,-1.15967,0.244141,2.38037,66.6667,48,1,Text,Right,595460
3643.42,3616.33,3612.22,3614.01,3630.73,3660.95,3616.33,3640.38,0.0227051,0.983643,-0.144287,-1.2207,0.0305176,2.22778,66.6667,49,1,Text,Right,597954
3644.41,3617.05,3613.2,3615.53,3631.09,3660.95,3617.23,3641.28,0.020752,0.983154,-0.143555,-1.25122,-0.0915527,2.28882,66.6667,50,1,Text,Right,600395
3645.39,3617.67,3614.28,3616.42,3631.53,3661.31,3618.3,3642.17,0.0209961,0.982422,-0.141846,-1.2207,-0.183105,2.34985,66.6667,51,1,Text,Right,689468
3645.75,3618.84,3615.44,3617.05,3632.07,3662.02,3619.11,3642.98,0.0212402,0.981445,-0.142822,-1.28174,-0.366211,2.22778,66.6667,52,1,Text,Right,689694
3646.11,3619.55,3615.71,3617.76,3632.96,3662.56,3619.55,3643.42,0.0219727,0.981201,-0.141602,-1.09863,-0.427246,2.28882,66.6667,53,1,Text,Right,689881
3646.91,3620,3615.98,3618.84,3634.3,3662.74,3620.63,3643.69,0.0222168,0.980713,-0.144287,-1.19019,-0.640869,2.19727,66.6667,54,1,Text,Right,690066
3647.72,3620.27,3617.05,3619.64,3634.48,3663.81,3620.98,3644.32,0.0241699,0.980469,-0.141357,-1.15967,-0.671387,2.16675,66.6667,55,1,Text,Right,690456
3648.52,3620.89,3618.39,3619.91,3634.93,3663.81,3621.7,3645.39,0.0251465,0.981689,-0.141113,-1.25122,-0.762939,2.34985,66.6667,56,1,Text,Right,690643
3648.52,3621.61,3618.84,3620.8,3635.91,3663.81,3622.41,3645.48,0.0275879,0.982178,-0.142822,-1.19019,-0.701904,2.28882,66.6667,57,1,Text,Right,690828
3648.88,3622.41,3618.84,3621.34,3636.09,3664.35,3623.13,3646.02,0.0273438,0.980469,-0.143799,-1.09863,-0.701904,2.19727,66.6667,58,1,Text,Right,691016
3649.77,3623.13,3619.73,3622.23,3636.45,3664.7,3623.49,3646.46,0.0256348,0.980225,-0.14624,-1.09863,-0.671387,2.22778,66.6667,59,1,Text,Right,691198
2404.87,2378.05,2375.63,2377.24,2391.46,2419.26,2378.76,2401.56,0.0241699,0.983154,-0.14209,-1.09863,-0.762939,2.10571,66.6667,60,1,Text,Right,691381
-2584.22,-2611.58,-2612.47,-2610.59,-2598.52,-2570.99,-2609.61,-2587.08,0.0224609,0.983887,-0.143066,-1.12915,-0.915527,2.0752,66.6667,61,1,Text,Right,691567
-3833.68,-3860.68,-3861.04,-3858.63,-3847.81,-3820.18,-3858.63,-3836.19,0.0236816,0.986328,-0.143311,-1.12915,-0.976562,2.04468,66.6667,62,1,Text,Right,691765
-3833.41,-3860.5,-3860.68,-3858.72,-3847.36,-3820.18,-3858.27,-3835.92,0.0227051,0.984863,-0.144043,-1.2207,-0.976562,2.10571,66.6667,63,1,Text,Right,691950
-3832.61,-3859.79,-3860.41,-3858.45,-3846.65,-3820.09,-3857.46,-3835.74,0.0219727,0.984619,-0.143799,-1.19019,-1.06812,2.16675,66.6667,64,1,Text,Right,692134
-3832.52,-3859.88,-3859.97,-3857.64,-3846.47,-3820,-3857.55,-3835.74,0.0219727,0.985107,-0.143555,-1.19019,-1.12915,2.16675,66.6667,65,1,Text,Right,692321
-3832.34,-3859.52,-3859.61,-3857.02,-3846.2,-3819.47,-3857.2,-3835.47,0.0231934,0.984619,-0.141113,-1.15967,-1.2207,2.22778,66.6667,66,1,Text,Right,692505
-3831.98,-3859.25,-3858.54,-3857.2,-3845.93,-3819.38,-3856.66,-3835.02,0.0222168,0.986572,-0.141113,-1.09863,-1.28174,2.13623,66.6667,67,1,Text,Right,692689
-3831.63,-3858.27,-3858.36,-3856.48,-3845.84,-3819.29,-3856.03,-3834.84,0.0227051,0.985596,-0.142578,-1.09863,-1.37329,2.19727,66.6667,68,1,Text,Right,692875
-3831.27,-3858.27,-3858.45,-3855.5,-3845.22,-3818.93,-3855.77,-3834.67,0.0239258,0.986328,-0.141602,-1.12915,-1.5564,2.19727,66.6667,69,1,Text,Right,693063
-3831.09,-3858.09,-3858.09,-3854.96,-3844.59,-3818.39,-3855.32,-3834.31,0.0231934,0.986572,-0.139893,-1.31226,-1.5564,2.16675,66.6667,70,1,Text,Right,693249
-3831.27,-3857.55,-3857.29,-3854.69,-3844.5,-3818.04,-3854.96,-3833.86,0.0229492,0.987061,-0.143311,-1.2207,-1.64795,2.28882,66.6667,71,1,Text,Right,723006
-3830.46,-3857.55,-3857.2,-3854.87,-3844.32,-3818.39,-3854.78,-3834.04,0.0214844,0.987305,-0.142822,-1.19019,-1.67847,2.38037,66.6667,72,1,Text,Right,723184
-3829.84,-3857.02,-3856.84,-3854.69,-3843.7,-3818.21,-3854.33,-3833.68,0.0239258,0.987549,-0.141602,-1.25122,-1.7395,2.44141,66.6667,73,1,Text,Right,723350
-3829.93,-3856.66,-3856.39,-3854.33,-3843.52,-3817.77,-3854.42,-3833.06,0.026123,0.986816,-0.139893,-1.19019,-1.7395,2.44141,66.6667,74,1,Text,Right,723503
-3829.93,-3856.66,-3856.75,-3853.89,-3843.7,-3817.95,-3853.89,-3832.88,0.0273438,0.989258,-0.143311,-1.34277,-1.77002,2.62451,66.6667,75,1,Text,Right,723654
